"","id","reference","species","group","guild","biome","distance","human_dens","body_mass","yi","vi"
"826",826,"Hill et al., 1997","Tapirus terrestris","Mammals","Herb","Tropical forest",4.5,8.67,207.5,-0.133531392624523,0.156681010316214
"827",827,"Hill et al., 1997","Tapirus terrestris","Mammals","Herb","Tropical forest",7.5,8.67,207.5,-0.980829253011726,0.185916514041514
"828",828,"Hill et al., 1997","Tapirus terrestris","Mammals","Herb","Tropical forest",10.5,8.67,207.5,-0.374693449441411,0.186973537825811
"829",829,"Hill et al., 1997","Tapirus terrestris","Mammals","Herb","Tropical forest",13.5,8.67,207.5,-0.374693449441411,0.168719065025883
"830",830,"Hill et al., 1997","Tapirus terrestris","Mammals","Herb","Tropical forest",16.5,8.67,207.5,-0.287682072451781,0.153865231990232
"831",831,"Hill et al., 1997","Cuniculus paca","Mammals","Omn","Tropical forest",1.6,8.67,8.17,-0.0444517625708339,0.0214819085350134
"832",832,"Hill et al., 1997","Dasypus novemcinctus","Mammals","Inver","Tropical forest",1.6,8.67,4.2,-0.0879841397122518,0.00343636443985535
"833",833,"Hill et al., 1997","Mazama americana and M. gouazoubira","Mammals","Herb","Tropical forest",1.6,8.67,18.59,-0.0260722403097751,0.00891954001165214
"834",834,"Hill et al., 1997","Nasua nasua","Mammals","Frug","Tropical forest",1.6,8.67,3.79,-0.133531392624523,0.337364182460897
"835",835,"Hill et al., 1997","Pecari tajacu","Mammals","Herb","Tropical forest",1.6,8.67,21.27,-0.213574100298059,0.0278261862747962
"836",836,"Hill et al., 1997","Sapajus cay","Mammals","Omn","Tropical forest",1.6,8.67,2.5,-0.693147180559945,0.254455752385536
"837",837,"Hill et al., 1997","Tapirus terrestris","Mammals","Herb","Tropical forest",1.6,8.67,207.5,-0.72270598280149,0.0227868047294756
"838",838,"Hill et al., 1997","Tayassu pecari","Mammals","Frug","Tropical forest",1.6,8.67,32.23,1.20397280432594,0.275076957609696
"839",839,"Hurtado-Gonzales and Bodmer, 2004","Mazama americana","Mammals","Herb","Tropical forest",37.5,0.42,22.8,-0.344221482867446,0.126633145987866
"840",840,"Hurtado-Gonzales and Bodmer, 2004","Mazama gouazoubira","Mammals","Omn","Tropical forest",37.5,0.42,16.63,-0.607989372219638,0.117775001156925
"841",841,"Hurtado-Gonzales and Bodmer, 2004","Mazama americana","Mammals","Herb","Tropical forest",7,5.83,22.8,0.0173917427118692,0.0234965459457611
"842",842,"Hurtado-Gonzales and Bodmer, 2004","Mazama gouazoubira","Mammals","Omn","Tropical forest",7,5.83,16.63,0.773189888233482,0.031357294177807
"843",843,"Kano and Asato, 1994","Gorilla gorilla","Mammals","Herb","Tropical forest",7.5,1.23,131.63,-1.39723389316157,0.0142921929946255
"844",844,"Kano and Asato, 1994","Gorilla gorilla","Mammals","Herb","Tropical forest",22.5,1.23,131.63,-1.07881766133993,0.0111648848319147
"845",845,"Kano and Asato, 1994","Pan troglodytes","Mammals","Frug","Tropical forest",2.5,1.23,42.5,-2.25573873975693,0.0198327693704868
"846",846,"Kano and Asato, 1994","Pan troglodytes","Mammals","Frug","Tropical forest",7.5,1.23,42.5,-2.08501182984133,0.0170160596118259
"847",847,"Kano and Asato, 1994","Pan troglodytes","Mammals","Frug","Tropical forest",12.5,1.23,42.5,-0.920102802754874,0.00660444968477805
"848",848,"Kano and Asato, 1994","Pan troglodytes","Mammals","Frug","Tropical forest",17.5,1.23,42.5,-0.251333783182051,0.00430130442860665
"849",849,"Kano and Asato, 1994","Pan troglodytes","Mammals","Frug","Tropical forest",22.5,1.23,42.5,-0.335393470823151,0.00451306638589166
"850",850,"Kosydar et al., 2014","Cerdocyon thous","Mammals","Carn","Tropical forest",1.5,1.68,5.24,-1.90423745265475,2.92119484914835
"851",851,"Kosydar et al., 2014","Cerdocyon thous","Mammals","Carn","Tropical forest",7,1.68,5.24,-0.239229689065834,0.982630799715576
"852",852,"Kosydar et al., 2014","Dasyprocta spp","Mammals","Omn","Tropical forest",1.5,1.68,2.5,-1.09861228866811,1.92726988823143
"853",853,"Kosydar et al., 2014","Dasyprocta spp","Mammals","Omn","Tropical forest",7,1.68,2.5,0.143100843640673,1.01262164998661
"854",854,"Kosydar et al., 2014","Dasypus novemcinctus","Mammals","Inver","Tropical forest",7,1.68,4.2,1.17865499634165,1.88291481755424
"855",855,"Kosydar et al., 2014","Didelphis spp.","Mammals","Carn","Tropical forest",1.5,1.68,1.43,3.41024721718207,1.88195563011452
"856",856,"Kosydar et al., 2014","Didelphis spp.","Mammals","Carn","Tropical forest",7,1.68,1.43,2.59253731398037,1.95784098223536
"857",857,"Kosydar et al., 2014","Eira barbara","Mammals","Carn","Tropical forest",1.5,1.68,3.91,-0.133531392624522,5.51708200467687
"858",858,"Kosydar et al., 2014","Eira barbara","Mammals","Carn","Tropical forest",7,1.68,3.91,0.628608659422374,4.2378765625
"859",859,"Kosydar et al., 2014","Euphractus sexcinctus","Mammals","Omn","Tropical forest",1.5,1.68,4.78,-0.330663895025466,0.464341352329751
"860",860,"Kosydar et al., 2014","Euphractus sexcinctus","Mammals","Omn","Tropical forest",7,1.68,4.78,0.0837698830654589,0.372687199607668
"861",861,"Kosydar et al., 2014","Leopardus pardalis","Mammals","Carn","Tropical forest",1.5,1.68,11.9,-2.26336437984076,1.48520480252465
"862",862,"Kosydar et al., 2014","Leopardus pardalis","Mammals","Carn","Tropical forest",7,1.68,11.9,-0.877070018720874,0.520402657554241
"863",863,"Kosydar et al., 2014","Leopardus wiedii","Mammals","Carn","Tropical forest",1.5,1.68,3.25,-0.826678573184468,3.95110544217687
"864",864,"Kosydar et al., 2014","Leopardus wiedii","Mammals","Carn","Tropical forest",7,1.68,3.25,-0.0645385211375712,2.6719
"865",865,"Kosydar et al., 2014","Mazama americana","Mammals","Herb","Tropical forest",1.5,1.68,22.8,-2.05412373369555,0.992794012984878
"866",866,"Kosydar et al., 2014","Mazama americana","Mammals","Herb","Tropical forest",7,1.68,22.8,-3.10394585819422,2.54886195516175
"867",867,"Kosydar et al., 2014","Mazama gouazoubira","Mammals","Omn","Tropical forest",1.5,1.68,16.63,-2.24070968927596,0.965490830126754
"868",868,"Kosydar et al., 2014","Mazama gouazoubira","Mammals","Omn","Tropical forest",7,1.68,16.63,-2.14539950947163,0.890394790181851
"869",869,"Kosydar et al., 2014","Myrmecophaga tridactyla","Mammals","Inver","Tropical forest",1.5,1.68,22.33,0.485507815781701,4.41369352502465
"870",870,"Kosydar et al., 2014","Myrmecophaga tridactyla","Mammals","Inver","Tropical forest",7,1.68,22.33,1.32175583998232,3.68459508101852
"871",871,"Kosydar et al., 2014","Nasua nasua","Mammals","Frug","Tropical forest",1.5,1.68,3.79,-0.826678573184468,3.95110544217687
"872",872,"Kosydar et al., 2014","Nasua nasua","Mammals","Frug","Tropical forest",7,1.68,3.79,2.36907483426288,1.66001513286139
"873",873,"Kosydar et al., 2014","Pecari tajacu","Mammals","Herb","Tropical forest",1.5,1.68,21.27,-0.570544858467613,2.37406384343203
"874",874,"Kosydar et al., 2014","Pecari tajacu","Mammals","Herb","Tropical forest",7,1.68,21.27,-0.0444517625708339,1.84628834096247
"875",875,"Kosydar et al., 2014","Priodontes maximus","Mammals","Inver","Tropical forest",1.5,1.68,45.36,-0.826678573184468,3.95110544217687
"876",876,"Kosydar et al., 2014","Priodontes maximus","Mammals","Inver","Tropical forest",7,1.68,45.36,-0.826678573184468,3.95110544217687
"877",877,"Kosydar et al., 2014","Puma yagouaroundi","Mammals","Carn","Tropical forest",1.5,1.68,6.88,-0.133531392624522,5.51708200467687
"878",878,"Kosydar et al., 2014","Puma yagouaroundi","Mammals","Carn","Tropical forest",7,1.68,6.88,-0.133531392624522,5.51708200467687
"879",879,"Kosydar et al., 2014","Sylvilagus brasiliensis","Mammals","Herb","Tropical forest",1.5,1.68,0.95,-2.06142303617716,2.8436170124248
"880",880,"Kosydar et al., 2014","Sylvilagus brasiliensis","Mammals","Herb","Tropical forest",7,1.68,0.95,0.399386062031782,0.658470820694097
"881",881,"Kosydar et al., 2014","Tamandua tetradactyla","Mammals","Inver","Tropical forest",1.5,1.68,5.52,-0.217723483844871,0.974533603239985
"882",882,"Kosydar et al., 2014","Tamandua tetradactyla","Mammals","Inver","Tropical forest",7,1.68,5.52,-0.570544858467613,1.204010559166
"883",883,"Kosydar et al., 2014","Tapirus terrestris","Mammals","Herb","Tropical forest",1.5,1.68,207.5,-3.2470467018349,2.52756871378181
"884",884,"Kosydar et al., 2014","Tapirus terrestris","Mammals","Herb","Tropical forest",7,1.68,207.5,-3.2470467018349,2.52756871378181
"885",885,"Kosydar et al., 2014","Tolypeutes matacus","Mammals","Inver","Tropical forest",7,1.68,1.2,1.01160091167848,3.8859180225551
"886",886,"Kuehl et al., 2009","Gorilla gorilla","Mammals","Herb","Tropical forest",4.25,0.49,131.63,0.89288264097614,0.527250007052551
"887",887,"Kuehl et al., 2009","Gorilla gorilla","Mammals","Herb","Tropical forest",17.5,0.49,131.63,0.731292072987096,0.0975277655431558
"888",888,"Kuehl et al., 2009","Pan troglodytes","Mammals","Frug","Tropical forest",17.5,0.49,42.5,-1.71511087927397,1.04085302852995
"889",889,"Kuehl et al., 2009","Gorilla gorilla","Mammals","Herb","Tropical forest",22.5,0.49,131.63,-0.249846538109077,0.132642758841462
"890",890,"Kuehl et al., 2009","Gorilla gorilla","Mammals","Herb","Tropical forest",27.5,0.49,131.63,0.225710946819456,0.133154077380973
"891",891,"Kuehl et al., 2009","Pan troglodytes","Mammals","Frug","Tropical forest",22.5,0.49,42.5,-1.41577818960222,0.608430948385888
"892",892,"Kuehl et al., 2009","Pan troglodytes","Mammals","Frug","Tropical forest",27.5,0.49,42.5,-1.16446376132131,0.512364241891947
"893",893,"Kuehl et al., 2009","Gorilla gorilla","Mammals","Herb","Tropical forest",7.5,0.9,131.63,0.427080698584105,0.141012638367581
"894",894,"Kuehl et al., 2009","Gorilla gorilla","Mammals","Herb","Tropical forest",12.5,0.9,131.63,0.465736827296854,0.0971780203141244
"895",895,"Kuehl et al., 2009","Pan troglodytes","Mammals","Frug","Tropical forest",7.5,0.9,42.5,-1.81931465680397,1.17855430504132
"896",896,"Kuehl et al., 2009","Pan troglodytes","Mammals","Frug","Tropical forest",12.5,0.9,42.5,-1.79645651872792,0.595554305934466
"897",897,"Kumpel et al., 2008","Cercopithecus cephus","Mammals","Frug","Tropical forest",3,14.19,3.48,-0.588498662084209,0.129761137183622
"898",898,"Kumpel et al., 2008","Cercopithecus nictitans","Mammals","Frug","Tropical forest",3,14.19,5.8,-0.785353374426679,0.197712247008159
"899",899,"Kumpel et al., 2008","Cercopithecus pogonias","Mammals","Frug","Tropical forest",3,14.19,3.76,-0.500940864533449,0.163440061015418
"900",900,"Kun-Rodrigues et al., 2014","Propithecus coquereli","Mammals","Herb","Dry Deciduous Forest",3.51,16.6,4.19,-2.11244356609514,0.145678006463527
"901",901,"Kun-Rodrigues et al., 2014","Propithecus coquereli","Mammals","Herb","Dry Deciduous Forest",18.6,16.6,4.19,0.0484566843039779,0.441766666666667
"902",902,"Kun-Rodrigues et al., 2014","Propithecus coquereli","Mammals","Herb","Dry Deciduous Forest",17.62,25.16,4.19,-1.92138832933243,0.142627105229994
"903",903,"Kun-Rodrigues et al., 2014","Propithecus coquereli","Mammals","Herb","Dry Deciduous Forest",1.29,27.82,4.19,-3.40822391967419,0.1282
"904",904,"Kun-Rodrigues et al., 2014","Propithecus coquereli","Mammals","Herb","Dry Deciduous Forest",7.5,39.4,4.19,-2.10719421020899,0.254158333333333
"905",905,"Kun-Rodrigues et al., 2014","Propithecus coquereli","Mammals","Herb","Dry Deciduous Forest",14.65,39.4,4.19,-1.03153085452643,0.137061153645833
"906",906,"Lahm et al., 1998","Cercopithecus nictitans","Mammals","Frug","Tropical forest",2.5,0.87,5.8,-1.3726550556548,0.0727286466432929
"907",907,"Lahm et al., 1998","Cercopithecus nictitans","Mammals","Frug","Tropical forest",8.5,0.87,5.8,-0.46727503704036,0.0566020649310016
"908",908,"Lahm, 1993","Atherurus africanus","Mammals","Herb","Tropical forest",2.5,0.87,1.93,0.28312625591592,0.620924559089651
"909",909,"Lahm, 1993","Atherurus africanus","Mammals","Herb","Tropical forest",8.5,0.87,1.93,0.294271882130837,0.618621329393623
"910",910,"Lahm, 1993","Cephalophus callipygus","Mammals","Herb","Tropical forest",2.5,0.87,18.25,-2.41293315016291,0.315367998420006
"911",911,"Lahm, 1993","Cephalophus callipygus","Mammals","Herb","Tropical forest",8.5,0.87,18.25,-0.467023001107598,0.0769683007631656
"912",912,"Lahm, 1993","Cephalophus dorsalis","Mammals","Herb","Tropical forest",2.5,0.87,20,-0.841567185678219,0.109746993293698
"913",913,"Lahm, 1993","Cephalophus dorsalis","Mammals","Herb","Tropical forest",8.5,0.87,20,0.159064694629687,0.0676078349084615
"914",914,"Lahm, 1993","Cephalophus silvicultor","Mammals","Herb","Tropical forest",8.5,0.87,72.5,-1.80500469597808,4.13655572916667
"915",915,"Lahm, 1993","Cercopithecus cephus","Mammals","Frug","Tropical forest",2.5,0.87,3.48,-0.56531380905006,0.0246984709674931
"916",916,"Lahm, 1993","Cercopithecus cephus","Mammals","Frug","Tropical forest",8.5,0.87,3.48,-0.0465200156348928,0.0192995996030184
"917",917,"Lahm, 1993","Cercopithecus nictitans","Mammals","Frug","Tropical forest",2.5,0.87,5.8,-1.29803687805001,0.0107280810979724
"918",918,"Lahm, 1993","Cercopithecus nictitans","Mammals","Frug","Tropical forest",8.5,0.87,5.8,-0.496793202013367,0.00653249121720822
"919",919,"Lahm, 1993","Cercopithecus pogonias","Mammals","Frug","Tropical forest",2.5,0.87,3.76,-0.578736829382201,0.0276458802801759
"920",920,"Lahm, 1993","Cercopithecus pogonias","Mammals","Frug","Tropical forest",8.5,0.87,3.76,-0.219362828474304,0.0231127691042853
"921",921,"Lahm, 1993","Colobus guereza","Mammals","Herb","Tropical forest",2.5,0.87,10.6,-2.14006616349627,0.244908077422145
"922",922,"Lahm, 1993","Colobus guereza","Mammals","Herb","Tropical forest",8.5,0.87,10.6,-0.348306694268216,0.0714994041003861
"923",923,"Lahm, 1993","Euoticus elegantulus, Galago alleni, Galagoides demidovii, Arctocebus calabarensis","Mammals","Omn","Tropical forest",2.5,0.87,0.22,-1.65328682436445,0.193072065499784
"924",924,"Lahm, 1993","Euoticus elegantulus, Galago alleni, Galagoides demidovii, Arctocebus calabarensis","Mammals","Omn","Tropical forest",8.5,0.87,0.22,-1.56215852101655,0.179973188267346
"925",925,"Lahm, 1993","Gorilla gorilla","Mammals","Herb","Tropical forest",8.5,0.87,131.63,0.109762577058464,0.163189788229187
"926",926,"Lahm, 1993","Hyemoschus aquaticus","Mammals","Frug","Tropical forest",2.5,0.87,10.85,-1.50793947054222,1.1070604789031
"927",927,"Lahm, 1993","Hyemoschus aquaticus","Mammals","Frug","Tropical forest",8.5,0.87,10.85,-0.402715587541795,0.549896257532803
"928",928,"Lahm, 1993","Lophocebus albigena","Mammals","Omn","Tropical forest",2.5,0.87,7.69,-3.01944880017131,0.0715372026795959
"929",929,"Lahm, 1993","Lophocebus albigena","Mammals","Omn","Tropical forest",8.5,0.87,7.69,-0.804602621485268,0.0121590632970518
"930",930,"Lahm, 1993","Loxodonta africana","Mammals","Herb","Tropical forest",8.5,0.87,3940.03,-2.40012824730268,0.517378978457113
"931",931,"Lahm, 1993","Pan troglodytes","Mammals","Frug","Tropical forest",2.5,0.87,42.5,-2.42133384577039,0.585708527785259
"932",932,"Lahm, 1993","Pan troglodytes","Mammals","Frug","Tropical forest",8.5,0.87,42.5,-1.22515531317127,0.225429639495948
"933",933,"Lahm, 1993","Philantomba monticola","Mammals","Frug","Tropical forest",2.5,0.87,4.9,0.00991743665734592,0.0137878110468164
"934",934,"Lahm, 1993","Philantomba monticola","Mammals","Frug","Tropical forest",8.5,0.87,4.9,0.565766741797292,0.0114491573383397
"935",935,"Lahm, 1993","Potamochoerus porcus","Mammals","Omn","Tropical forest",2.5,0.87,70,-1.0206507471984,0.0343863780410478
"936",936,"Lahm, 1993","Potamochoerus porcus","Mammals","Omn","Tropical forest",8.5,0.87,70,-0.437504461852781,0.0457840545722809
"937",937,"Lahm, 1993","Tragelaphus spekii","Mammals","Herb","Tropical forest",2.5,0.87,78,-1.8252074032956,4.21161253882931
"938",938,"Lahm, 1993","Tragelaphus spekii","Mammals","Herb","Tropical forest",8.5,0.87,78,-0.408760004005017,1.64841385418709
"939",939,"Laurance et al., 2006","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. nigrifrons and C. ogilbyi","Mammals","Herb","Tropical forest",0.05,0.71,17.07,-0.974998332700933,0.113452464795786
"940",940,"Laurance et al., 2006","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. nigrifrons and C. ogilbyi","Mammals","Herb","Tropical forest",0.3,0.71,17.07,-0.182321556793955,0.038541151944188
"941",941,"Laurance et al., 2006","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. nigrifrons and C. ogilbyi","Mammals","Herb","Tropical forest",0.6,0.71,17.07,-0.0448505661653518,0.0570776297044456
"942",942,"Laurance et al., 2006","Cephalophus callipygus, C. dorsalis, C. leucogaster, C. nigrifrons and C. ogilbyi","Mammals","Herb","Tropical forest",0.9,0.71,17.07,-0.0633696139325894,0.0368591479766954
"943",943,"Laurance et al., 2006","Loxodonta africana","Mammals","Herb","Tropical forest",0.05,0.71,3940.03,-0.144228800499805,0.0142638927717872
"944",944,"Laurance et al., 2006","Loxodonta africana","Mammals","Herb","Tropical forest",0.3,0.71,3940.03,-0.104403119701499,0.0194572068187619
"945",945,"Laurance et al., 2006","Loxodonta africana","Mammals","Herb","Tropical forest",0.6,0.71,3940.03,0.0945261734921163,0.0123400719336735
"946",946,"Laurance et al., 2006","Loxodonta africana","Mammals","Herb","Tropical forest",0.9,0.71,3940.03,0.136758937115389,0.0164126950546688
"947",947,"Lin et al., 2008","Elephas maximus","Mammals","Herb","Tropical forest",0.25,45.34,2915.04,-0.749372323216895,0.043669596202573
"948",948,"Lin et al., 2008","Elephas maximus","Mammals","Herb","Tropical forest",1.25,45.34,2915.04,-0.983773029055739,0.0648541728422114
"949",949,"Linder et al., 2011","Cercocebus torquatus","Mammals","Frug","Tropical forest",5.84,19.21,7.75,0,8.66028409090909
"950",950,"Linder et al., 2011","Cercocebus torquatus","Mammals","Frug","Tropical forest",7.5,19.21,7.75,0,9.03681818181818
"951",951,"Linder et al., 2011","Cercopithecus erythrotis","Mammals","Frug","Tropical forest",5.84,19.21,3.92,0,1.93602693602694
"952",952,"Linder et al., 2011","Cercopithecus erythrotis","Mammals","Frug","Tropical forest",7.5,19.21,3.92,0.367724780125318,1.71112844420537
"953",953,"Linder et al., 2011","Cercopithecus erythrotis","Mammals","Frug","Tropical forest",7.63,19.21,3.92,0.105360515657826,2.00866101010101
"954",954,"Linder et al., 2011","Cercopithecus mona","Mammals","Frug","Tropical forest",5.84,19.21,4.21,0.22314355131421,3.94526060606061
"955",955,"Linder et al., 2011","Cercopithecus mona","Mammals","Frug","Tropical forest",7.5,19.21,4.21,0,4.54545454545455
"956",956,"Linder et al., 2011","Cercopithecus mona","Mammals","Frug","Tropical forest",7.63,19.21,4.21,-0.693147180559945,7.24297727272727
"957",957,"Linder et al., 2011","Cercopithecus nictitans","Mammals","Frug","Tropical forest",5.84,19.21,5.8,-1.03609193168678,1.05260913935495
"958",958,"Linder et al., 2011","Cercopithecus nictitans","Mammals","Frug","Tropical forest",7.5,19.21,5.8,-0.725937003382936,0.898617954781951
"959",959,"Linder et al., 2011","Cercopithecus nictitans","Mammals","Frug","Tropical forest",7.63,19.21,5.8,-0.543615446588982,0.848354879585542
"960",960,"Linder et al., 2011","Cercopithecus pogonias","Mammals","Frug","Tropical forest",5.84,19.21,3.76,-1.20397280432594,3.67898552188552
"961",961,"Linder et al., 2011","Cercopithecus pogonias","Mammals","Frug","Tropical forest",7.5,19.21,3.76,0,1.81556363636364
"962",962,"Linder et al., 2011","Cercopithecus pogonias","Mammals","Frug","Tropical forest",7.63,19.21,3.76,-0.916290731874155,3.40778181818182
"963",963,"Linder et al., 2011","Mandrillus leucophaeus","Mammals","Frug","Tropical forest",7.5,19.21,15,0,9.03681818181818
"964",964,"Linder et al., 2011","Cercopithecus erythrotis","Mammals","Frug","Tropical forest",4.38,19.21,3.92,0.105360515657826,2.67436767676768
"965",965,"Linder et al., 2011","Cercopithecus mona","Mammals","Frug","Tropical forest",4.38,19.21,4.21,1.44691898293633,3.25164307434204
"966",966,"Linder et al., 2011","Cercopithecus nictitans","Mammals","Frug","Tropical forest",4.38,19.21,5.8,0.176930708159078,0.743532074798773
"967",967,"Linder et al., 2011","Cercopithecus pogonias","Mammals","Frug","Tropical forest",4.38,19.21,3.76,-1.20397280432594,6.45018922558922
"968",968,"Linder et al., 2011","Procolobus pennantii","Mammals","Herb","Tropical forest",4.38,19.21,10.9,-0.998528830111127,2.86731609440553
"969",969,"Linder et al., 2011","Cercopithecus erythrotis","Mammals","Frug","Tropical forest",1.35,28.25,3.92,0,2.86195286195286
"970",970,"Linder et al., 2011","Cercopithecus erythrotis","Mammals","Frug","Tropical forest",2.05,28.25,3.92,-0.117783035656383,3.09575205176768
"971",971,"Linder et al., 2011","Cercopithecus erythrotis","Mammals","Frug","Tropical forest",2.52,28.25,3.92,1.32913594727994,1.50013705393031
"972",972,"Linder et al., 2011","Cercopithecus erythrotis","Mammals","Frug","Tropical forest",2.77,28.25,3.92,-0.810930216216329,5.17676767676768
"973",973,"Linder et al., 2011","Cercopithecus mona","Mammals","Frug","Tropical forest",1.35,28.25,4.21,1.90954250488444,2.89092571808621
"974",974,"Linder et al., 2011","Cercopithecus mona","Mammals","Frug","Tropical forest",2.05,28.25,4.21,0.693147180559945,4.35837831439394
"975",975,"Linder et al., 2011","Cercopithecus mona","Mammals","Frug","Tropical forest",4.2,28.25,4.21,0.916290731874155,3.93699393939394
"976",976,"Linder et al., 2011","Cercopithecus nictitans","Mammals","Frug","Tropical forest",1.35,28.25,5.8,-0.138150338480817,0.911689127413617
"977",977,"Linder et al., 2011","Cercopithecus nictitans","Mammals","Frug","Tropical forest",2.05,28.25,5.8,-1.35454566280531,2.37914172372134
"978",978,"Linder et al., 2011","Cercopithecus nictitans","Mammals","Frug","Tropical forest",2.52,28.25,5.8,-0.60077386042893,1.27240648366944
"979",979,"Linder et al., 2011","Cercopithecus nictitans","Mammals","Frug","Tropical forest",2.77,28.25,5.8,-0.869037847023609,1.57870764457933
"980",980,"Linder et al., 2011","Cercopithecus nictitans","Mammals","Frug","Tropical forest",4.2,28.25,5.8,-0.794929874869888,1.48291245076216
"981",981,"Linder et al., 2011","Cercopithecus pogonias","Mammals","Frug","Tropical forest",2.77,28.25,3.76,-0.916290731874155,5.07444848484849
"982",982,"Linder et al., 2011","Cercopithecus pogonias","Mammals","Frug","Tropical forest",4.2,28.25,3.76,-0.693147180559945,4.25284848484848
"983",983,"Linder et al., 2011","Procolobus pennantii","Mammals","Herb","Tropical forest",4.2,28.25,10.9,-0.641853886172395,2.14297731889532
"984",984,"Lwanga, 2006","Cephalophus weynsi","Mammals","Herb","Tropical forest",8.29,67.68,17,-0.976009966575777,0.0351338351920001
"985",985,"Lwanga, 2006","Philantomba monticola","Mammals","Frug","Tropical forest",8.29,67.68,4.9,-0.167054084663166,0.0631840187784244
"986",986,"Magige et al, 2009","Struthio camelus","Birds","Omn","Savannah",3.25,15.03,111,0.510825623765991,0.169708121312379
"987",987,"Marshall et al., 2005","Cercopithecus mitis","Mammals","Frug","Montane forest",9,15.77,5,-0.24362208265775,0.00984001176821822
"988",988,"Marshall et al., 2005","Colobus angolensis","Mammals","Herb","Montane forest",9,15.77,9.85,1.11465211434915,0.122204333152448
"989",989,"Marshall et al., 2005","Procolobus gordonorum","Mammals","Herb","Montane forest",9,15.77,8.59,1.27050250803009,0.20232878223599
"990",990,"Marshall et al., 2005","Cercopithecus mitis","Mammals","Frug","Montane forest",3,15.77,5,-0.666478933477784,0.0164952479618947
"991",991,"Marshall et al., 2005","Colobus angolensis","Mammals","Herb","Montane forest",3,15.77,9.85,-0.497236779704094,0.178343789282513
"992",992,"Marshall et al., 2005","Procolobus gordonorum","Mammals","Herb","Montane forest",3,15.77,8.59,0.0335977849661767,0.218644242283012
"993",993,"Marshall et al., 2005","Cercopithecus mitis","Mammals","Frug","Montane forest",2.5,15.77,5,-0.902867711542015,0.0130228508606887
"994",994,"Marshall et al., 2005","Colobus angolensis","Mammals","Herb","Montane forest",2.5,15.77,9.85,-1.90210752639692,0.535546642423905
"995",995,"Marshall et al., 2005","Procolobus gordonorum","Mammals","Herb","Montane forest",2.5,15.77,8.59,-1.4595265997909,1.23699939284129
"996",996,"Marshall et al., 2006","Pongo pygmaeus morio","Mammals","Frug","Tropical forest",7.25,0.55,37,-1.04192797448996,0.10584141607304
"997",997,"Marshall et al., 2006","Pongo pygmaeus morio","Mammals","Frug","Tropical forest",15,0.55,37,-2.09894369203027,0.154264683614702
"998",998,"Marshall et al., 2006","Pongo pygmaeus morio","Mammals","Frug","Tropical forest",25,0.55,37,-1.44381988078409,0.210290977276897
"999",999,"Marshall et al., 2006","Pongo pygmaeus morio","Mammals","Frug","Tropical forest",35,0.55,37,-0.861834864427822,0.124470821463267
"1000",1000,"Marshall et al., 2006","Pongo pygmaeus morio","Mammals","Frug","Tropical forest",50,0.55,37,0.4005575752814,0.0718817486108644
"1001",1001,"Martinez-Morales, 1999","Crax rubra griscomi","Birds","Frug","Tropical forest",2,360.59,3.94,-1.0725484903471,1.822233715109
"1002",1002,"Martinez-Morales, 1999","Crax rubra griscomi","Birds","Frug","Tropical forest",2.5,360.59,3.94,-1.58785842656042,1.41991552035939
"1003",1003,"Martinez-Morales, 1999","Crax rubra griscomi","Birds","Frug","Tropical forest",3,360.59,3.94,-1.21668239193089,0.674465280324755
"1004",1004,"Martinez-Morales, 1999","Crax rubra griscomi","Birds","Frug","Tropical forest",3.5,360.59,3.94,-0.215708572826692,0.307896296743996
"1005",1005,"Martinez-Morales, 1999","Crax rubra griscomi","Birds","Frug","Tropical forest",4,360.59,3.94,0.0305280914496968,0.325856740194364
"1006",1006,"Martinez-Morales, 1999","Crax rubra griscomi","Birds","Frug","Tropical forest",4.5,360.59,3.94,0,0.238834676451415
"1007",1007,"Martinez-Morales, 1999","Crax rubra griscomi","Birds","Frug","Tropical forest",5,360.59,3.94,0.0349725432101209,0.205848582253588
"1008",1008,"Martinez-Morales, 1999","Crax rubra griscomi","Birds","Frug","Tropical forest",5.5,360.59,3.94,-0.0255827905411555,0.212285118056472
"1009",1009,"Martinez-Morales, 1999","Crax rubra griscomi","Birds","Frug","Tropical forest",6,360.59,3.94,0.147073043501106,0.187175333125329
"1010",1010,"Martinez-Morales, 1999","Crax rubra griscomi","Birds","Frug","Tropical forest",6.5,360.59,3.94,0.119949331501963,0.18931683571977
"1011",1011,"Martinez-Morales, 1999","Crax rubra griscomi","Birds","Frug","Tropical forest",7,360.59,3.94,0.0931159361988985,0.191416296291601
"1012",1012,"Martinez-Morales, 1999","Crax rubra griscomi","Birds","Frug","Tropical forest",7.5,360.59,3.94,0.0349725432101209,0.196415205164324
"1013",1013,"Martinez-Morales, 1999","Crax rubra griscomi","Birds","Frug","Tropical forest",8,360.59,3.94,0.0204552586614018,0.196141543522979
"1014",1014,"Martinez-Morales, 1999","Crax rubra griscomi","Birds","Frug","Tropical forest",8.5,360.59,3.94,0.00572411408388864,0.199013943964452
"1015",1015,"Mena et al.,2000","Amazona farinosa","Birds","Frug","Tropical forest",2,0.27,0.63,-0.408019387913261,0.000709695708391581
