"","id","reference","species","group","guild","biome","distance","human_dens","body_mass","yi","vi"
"1016",1016,"Mena et al.,2000","Nothocrax urumutum","Birds","Frug","Tropical forest",2,0.27,1.7,0.268263986594679,0.00565572217331068
"1017",1017,"Mena et al.,2000","Odontophorus gujanensis","Birds","Omn","Tropical forest",2,0.27,0.31,-0.123464869123814,0.00100632926773745
"1018",1018,"Mena et al.,2000","Penelope jacquacu","Birds","Frug","Tropical forest",2,0.27,1.49,-0.392925758855429,0.00130452262677942
"1019",1019,"Mena et al.,2000","Psophia crepitans","Birds","Frug","Tropical forest",2,0.27,1.03,-1.03212254739928,0.000793216962962963
"1020",1020,"Mena et al.,2000","Ramphastos cuvieri","Birds","Omn","Tropical forest",2,0.27,0.6,-0.277477902277539,0.000743523375512956
"1021",1021,"Mena et al.,2000","Tinamus guttatus","Birds","Frug","Tropical forest",2,0.27,0.69,0.547965170715447,0.00355406060756835
"1022",1022,"Mena et al.,2000","Tinamus major","Birds","Frug","Tropical forest",2,0.27,1.03,0.115436167646568,0.0013298417881539
"1023",1023,"Mena et al.,2000","Alouatta seniculus","Mammals","Herb","Tropical forest",2,0.27,6.15,-1.00435975042192,0.00361440218448031
"1024",1024,"Mena et al.,2000","Aotus vociferans","Mammals","Omn","Tropical forest",2,0.27,0.87,0.0645385211375712,0.000861209716712963
"1025",1025,"Mena et al.,2000","Callicebus moloch","Mammals","Omn","Tropical forest",2,0.27,0.85,-0.305013528803421,0.00202507315578257
"1026",1026,"Mena et al.,2000","Cebus albifrons","Mammals","Omn","Tropical forest",2,0.27,2.63,-0.333773179652048,0.00179934153506359
"1027",1027,"Mena et al.,2000","Cuniculus paca","Mammals","Omn","Tropical forest",2,0.27,8.17,0.740937844396294,0.00172129818040636
"1028",1028,"Mena et al.,2000","Dasyprocta fuliginosa","Mammals","Omn","Tropical forest",2,0.27,3.5,0,0.00199643455603763
"1029",1029,"Mena et al.,2000","Mazama americana","Mammals","Herb","Tropical forest",2,0.27,22.8,-0.408128225527648,0.00222025198075751
"1030",1030,"Mena et al.,2000","Myoprocta acouchy","Mammals","Omn","Tropical forest",2,0.27,0.6,-1.05799756951392,0.00335021304656543
"1031",1031,"Mena et al.,2000","Pecari tajacu","Mammals","Herb","Tropical forest",2,0.27,21.27,-0.270489671911408,0.00111295693679216
"1032",1032,"Mena et al.,2000","Pithecia monachus","Mammals","Omn","Tropical forest",2,0.27,1.54,-0.61247927749249,0.00128502270235971
"1033",1033,"Mena et al.,2000","Potos flavus","Mammals","Frug","Tropical forest",2,0.27,3,-0.0161293819298835,0.00268859369112036
"1034",1034,"Mena et al.,2000","Sciurus spadiceus","Mammals","Frug","Tropical forest",2,0.27,0.4,-0.118448150413194,0.00188478435210965
"1035",1035,"Muchaal and Ngandjui, 1999","Atherurus africanus","Mammals","Herb","Tropical forest",1.5,5.59,1.93,-0.0397403286495141,3.16721045223811
"1036",1036,"Muchaal and Ngandjui, 1999","Atherurus africanus","Mammals","Herb","Tropical forest",15,5.59,1.93,0.409784769252681,2.57173702997997
"1037",1037,"Muchaal and Ngandjui, 1999","Atherurus africanus","Mammals","Herb","Tropical forest",30,5.59,1.93,-0.0397403286495141,3.620770649314
"1038",1038,"Muchaal and Ngandjui, 1999","Cephalophus callipygus, C. dorsalis, C. leucogaster and C. nigrifrons","Mammals","Herb","Tropical forest",1.5,5.59,16.74,-0.437685987119327,0.596501761312402
"1039",1039,"Muchaal and Ngandjui, 1999","Cephalophus callipygus, C. dorsalis, C. leucogaster and C. nigrifrons","Mammals","Herb","Tropical forest",15,5.59,16.74,-0.185252677602813,0.515620332934553
"1040",1040,"Muchaal and Ngandjui, 1999","Cephalophus callipygus, C. dorsalis, C. leucogaster and C. nigrifrons","Mammals","Herb","Tropical forest",30,5.59,16.74,-0.0689928714869514,0.441487961296672
"1041",1041,"Muchaal and Ngandjui, 1999","Cephalophus silvicultor","Mammals","Herb","Tropical forest",1.5,5.59,72.5,-0.260283098263666,3.66356985515788
"1042",1042,"Muchaal and Ngandjui, 1999","Cephalophus silvicultor","Mammals","Herb","Tropical forest",15,5.59,72.5,-0.336784785459513,2.11236032942429
"1043",1043,"Muchaal and Ngandjui, 1999","Cephalophus silvicultor","Mammals","Herb","Tropical forest",30,5.59,72.5,-0.233614851181505,2.81137302145344
"1044",1044,"Muchaal and Ngandjui, 1999","Cercopithecus cephus","Mammals","Frug","Tropical forest",1.5,5.59,3.48,0.907557051905401,2.4375945167966
"1045",1045,"Muchaal and Ngandjui, 1999","Cercopithecus cephus","Mammals","Frug","Tropical forest",15,5.59,3.48,0.561684040999482,2.46902960365531
"1046",1046,"Muchaal and Ngandjui, 1999","Cercopithecus cephus","Mammals","Frug","Tropical forest",30,5.59,3.48,0.913387972216194,2.09790098085391
"1047",1047,"Muchaal and Ngandjui, 1999","Cercopithecus nictitans","Mammals","Frug","Tropical forest",1.5,5.59,5.8,-0.0379792480652165,1.92025655077168
"1048",1048,"Muchaal and Ngandjui, 1999","Cercopithecus nictitans","Mammals","Frug","Tropical forest",15,5.59,5.8,0.0776509342300659,1.56227291924078
"1049",1049,"Muchaal and Ngandjui, 1999","Cercopithecus nictitans","Mammals","Frug","Tropical forest",30,5.59,5.8,0.155037597845486,1.55646436385126
"1050",1050,"Muchaal and Ngandjui, 1999","Cercopithecus pogonias","Mammals","Frug","Tropical forest",1.5,5.59,3.76,-0.0811255448123685,2.36920408368888
"1051",1051,"Muchaal and Ngandjui, 1999","Cercopithecus pogonias","Mammals","Frug","Tropical forest",15,5.59,3.76,-0.200670695462151,2.89803172220807
"1052",1052,"Muchaal and Ngandjui, 1999","Cercopithecus pogonias","Mammals","Frug","Tropical forest",30,5.59,3.76,-0.0130720815673528,2.05961746523104
"1053",1053,"Muchaal and Ngandjui, 1999","Colobus guereza","Mammals","Herb","Tropical forest",15,5.59,10.6,-0.405465108108164,15.6902731893837
"1054",1054,"Muchaal and Ngandjui, 1999","Colobus guereza","Mammals","Herb","Tropical forest",30,5.59,10.6,-0.762140052046897,20.9623270422699
"1055",1055,"Muchaal and Ngandjui, 1999","Gorilla gorilla","Mammals","Herb","Tropical forest",1.5,5.59,131.63,-0.570544858467613,14.5972547467355
"1056",1056,"Muchaal and Ngandjui, 1999","Gorilla gorilla","Mammals","Herb","Tropical forest",15,5.59,131.63,-1.46778739537107,4.64026856835762
"1057",1057,"Muchaal and Ngandjui, 1999","Gorilla gorilla","Mammals","Herb","Tropical forest",30,5.59,131.63,-1.18958406687384,18.5360686673325
"1058",1058,"Muchaal and Ngandjui, 1999","Herpestidae spp","Mammals","Carn","Tropical forest",1.5,5.59,2.53,-0.916290731874155,23.4465327819134
"1059",1059,"Muchaal and Ngandjui, 1999","Lophocebus albigena","Mammals","Omn","Tropical forest",1.5,5.59,7.69,-3.34403896782221,37.342729528536
"1060",1060,"Muchaal and Ngandjui, 1999","Lophocebus albigena","Mammals","Omn","Tropical forest",15,5.59,7.69,-0.704981638206948,3.46644718481185
"1061",1061,"Muchaal and Ngandjui, 1999","Lophocebus albigena","Mammals","Omn","Tropical forest",30,5.59,7.69,-0.268263986594679,2.48357001972387
"1062",1062,"Muchaal and Ngandjui, 1999","Pan troglodytes","Mammals","Frug","Tropical forest",1.5,5.59,42.5,-2.24723499791088,8.5110787430427
"1063",1063,"Muchaal and Ngandjui, 1999","Pan troglodytes","Mammals","Frug","Tropical forest",15,5.59,42.5,-0.669049628980885,4.83166707131022
"1064",1064,"Muchaal and Ngandjui, 1999","Pan troglodytes","Mammals","Frug","Tropical forest",30,5.59,42.5,-0.369533098882101,2.81753248387588
"1065",1065,"Muchaal and Ngandjui, 1999","Philantomba monticola","Mammals","Frug","Tropical forest",1.5,5.59,4.9,-0.368796304471077,1.09626801562001
"1066",1066,"Muchaal and Ngandjui, 1999","Philantomba monticola","Mammals","Frug","Tropical forest",15,5.59,4.9,-0.76042036116737,0.965927567846665
"1067",1067,"Muchaal and Ngandjui, 1999","Philantomba monticola","Mammals","Frug","Tropical forest",30,5.59,4.9,-0.375789339962048,0.876066272442746
"1068",1068,"Muchaal and Ngandjui, 1999","Potamochoerus porcus","Mammals","Omn","Tropical forest",1.5,5.59,70,-0.394654192003949,2.43433819448434
"1069",1069,"Muchaal and Ngandjui, 1999","Potamochoerus porcus","Mammals","Omn","Tropical forest",15,5.59,70,0.606135803570315,1.96044215742561
"1070",1070,"Muchaal and Ngandjui, 1999","Potamochoerus porcus","Mammals","Omn","Tropical forest",30,5.59,70,0.700367428533432,1.7600538001469
"1071",1071,"Muchaal and Ngandjui, 1999","Sciurus spp","Mammals","Frug","Tropical forest",1.5,5.59,0.6,-0.559615787935423,1.56009119392105
"1072",1072,"Muchaal and Ngandjui, 1999","Sciurus spp","Mammals","Frug","Tropical forest",15,5.59,0.6,0.170710395866277,0.852631503145699
"1073",1073,"Muchaal and Ngandjui, 1999","Sciurus spp","Mammals","Frug","Tropical forest",30,5.59,0.6,0.429700078953622,1.0726395758733
"1074",1074,"Muchaal and Ngandjui, 1999","Syncerus caffer","Mammals","Herb","Tropical forest",1.5,5.59,580,-3.44201937618241,3.35068602186725
"1075",1075,"Muchaal and Ngandjui, 1999","Syncerus caffer","Mammals","Herb","Tropical forest",15,5.59,580,-1.56064774826467,6.34247683798324
"1076",1076,"Muchaal and Ngandjui, 1999","Syncerus caffer","Mammals","Herb","Tropical forest",30,5.59,580,-1.10866262452161,4.45677256498421
"1077",1077,"Muchaal and Ngandjui, 1999","Thryonomys swinderianus","Mammals","Herb","Tropical forest",1.5,5.59,3.18,0.550046336919272,9.93277824860554
"1078",1078,"Muchaal and Ngandjui, 1999","Thryonomys swinderianus","Mammals","Herb","Tropical forest",15,5.59,3.18,0.550046336919272,9.93145213675214
"1079",1079,"Muchaal and Ngandjui, 1999","Thryonomys swinderianus","Mammals","Herb","Tropical forest",30,5.59,3.18,0.78845736036427,8.86195574182645
"1080",1080,"Muchaal and Ngandjui, 1999","Tragelaphus spekii","Mammals","Herb","Tropical forest",1.5,5.59,78,0.67116827384117,5.78116990903541
"1081",1081,"Muchaal and Ngandjui, 1999","Tragelaphus spekii","Mammals","Herb","Tropical forest",15,5.59,78,0.871838969303321,5.0710764219012
"1082",1082,"Muchaal and Ngandjui, 1999","Tragelaphus spekii","Mammals","Herb","Tropical forest",30,5.59,78,-0.737598943130779,8.08896466960954
"1083",1083,"Nielsen, 2006","Cephalophus harveyi","Mammals","Herb","Montane forest",7.9,15.77,14.5,-2.6813888574514,0.255039857301973
"1084",1084,"Nielsen, 2006","Cricetomys gambianus","Mammals","Omn","Montane forest",7.9,15.77,1.27,0.872273846457381,0.165489592197981
"1085",1085,"Nielsen, 2006","Philantomba monticola","Mammals","Frug","Montane forest",7.9,15.77,4.9,-2.43469204226129,0.218939726891546
"1086",1086,"Nijman, 2004","Presbytis hosei","Mammals","Frug","Tropical forest",0.5,0.26,6.5,-1.15447323239241,0.0107349078648076
"1087",1087,"Nijman, 2004","Presbytis hosei","Mammals","Frug","Tropical forest",1,0.26,6.5,-1.30117120221394,0.0122268777085326
"1088",1088,"Nijman, 2004","Presbytis hosei","Mammals","Frug","Tropical forest",1.25,0.26,6.5,-0.870388286121481,0.00804176576567908
"1089",1089,"Nijman, 2004","Presbytis hosei","Mammals","Frug","Tropical forest",3,0.26,6.5,0,0.00257293985860432
"1090",1090,"Nijman, 2004","Presbytis hosei","Mammals","Frug","Tropical forest",4.25,0.26,6.5,-0.62057648772511,0.0188279731610658
"1091",1091,"Nijman, 2004","Presbytis hosei","Mammals","Frug","Tropical forest",4.5,0.26,6.5,0.0783434719205765,0.00247602966562126
"1092",1092,"Noss, 2000a","Atherurus africanus","Mammals","Herb","Tropical forest",2.5,5.19,1.93,-0.674455047547793,0.0931576158627236
"1093",1093,"Noss, 2000a","Atherurus africanus","Mammals","Herb","Tropical forest",7.5,5.19,1.93,-0.386772975096012,0.0777202258878722
"1094",1094,"Noss, 2000a","Cephalophus callipygus","Mammals","Herb","Tropical forest",2.5,5.19,18.25,-0.105360515657826,0.351975514403292
"1095",1095,"Noss, 2000a","Cephalophus callipygus","Mammals","Herb","Tropical forest",7.5,5.19,18.25,0.182321556793955,0.305442708333333
"1096",1096,"Noss, 2000a","Cephalophus dorsalis","Mammals","Herb","Tropical forest",2.5,5.19,20,-0.105360515657826,0.175950347736625
"1097",1097,"Noss, 2000a","Cephalophus dorsalis","Mammals","Herb","Tropical forest",7.5,5.19,20,-0.510825623765991,0.222084208333333
"1098",1098,"Noss, 2000a","Philantomba monticola","Mammals","Frug","Tropical forest",2.5,5.19,4.9,-0.64529115938231,0.0237467620760306
"1099",1099,"Noss, 2000a","Philantomba monticola","Mammals","Frug","Tropical forest",7.5,5.19,4.9,-0.320907720080101,0.019432063413947
"1100",1100,"Noss, 2000b","Chaetophractus vellerosus","Mammals","Omn","Xerophilous forest",8.24,0.89,1.03,2.14006616349627,0.0632107608638666
"1101",1101,"Noss, 2000b","Chaetophractus villosus","Mammals","Omn","Xerophilous forest",8.24,0.89,4.54,1.17007125265025,0.00810954182725194
"1102",1102,"Noss, 2000b","Dasypus novemcinctus","Mammals","Inver","Xerophilous forest",8.24,0.89,4.2,2.56494935746154,0.0863156520179932
"1103",1103,"Noss, 2000b","Euphractus sexcinctus","Mammals","Omn","Xerophilous forest",8.24,0.89,4.78,1.8803128665695,0.00785136399599905
"1104",1104,"Noss, 2000b","Mazama gouazoubira","Mammals","Omn","Xerophilous forest",8.24,0.89,16.63,-0.684708311914081,0.00119009129952693
"1105",1105,"Noss, 2000b","Pecari tajacu","Mammals","Herb","Xerophilous forest",8.24,0.89,21.27,0.0377403279828471,0.00280579024665394
"1106",1106,"Noss, 2000b","Tapirus terrestris","Mammals","Herb","Xerophilous forest",8.24,0.89,207.5,-2.39789527279837,0.0365199425080848
"1107",1107,"Noss, 2000b","Tayassu pecari","Mammals","Frug","Xerophilous forest",8.24,0.89,32.23,3.23867845216438,0.057265972728767
"1108",1108,"Noss, 2000b","Tolypeutes matacus","Mammals","Inver","Xerophilous forest",8.24,0.89,1.2,-0.510825623765991,0.0422398859773256
"1109",1109,"Novack, 2003","Dasyprocta punctata","Mammals","Omn","Tropical forest",8,6.96,2.67,-0.333809119201729,0.0307750099871446
"1110",1110,"Novack, 2003","Mazama americana and M. pandora","Mammals","Herb","Tropical forest",8,6.96,16.5,-0.569308917141082,0.0160271998963969
"1111",1111,"Novack, 2003","Nasua nasua","Mammals","Frug","Tropical forest",8,6.96,3.79,0.851149726356373,0.0190141300646947
"1112",1112,"Novack, 2003","Odocoileus virginianus","Mammals","Herb","Tropical forest",8,6.96,55.51,0.112117298120706,0.0431490129591511
"1113",1113,"Novack, 2003","Pecari tajacu","Mammals","Herb","Tropical forest",8,6.96,21.27,-1.2272296664902,0.0456873427485284
"1114",1114,"Nunez-Iturri et al., 2007","Penelope jacquacu","Birds","Frug","Tropical forest",5.5,0.29,1.49,-0.0259754864032607,0.0883106683930282
"1115",1115,"Nunez-Iturri et al., 2007","Psophia leucoptera","Birds","Frug","Tropical forest",5.5,0.29,1.32,-0.791882021245634,0.0865379251528048
"1116",1116,"Nunez-Iturri et al., 2007","Alouatta seniculus","Mammals","Herb","Tropical forest",5.5,0.29,6.15,-0.470003629245736,0.125165650514241
"1117",1117,"Nunez-Iturri et al., 2007","Aotus nigriceps","Mammals","Omn","Tropical forest",5.5,0.29,1.06,0.409473129505703,0.0476359438135487
"1118",1118,"Nunez-Iturri et al., 2007","Bassaricyon gabbii","Mammals","Frug","Tropical forest",5.5,0.29,1.25,0.182121576791288,1.51990020898472
"1119",1119,"Nunez-Iturri et al., 2007","Callicebus brunneus","Mammals","Omn","Tropical forest",5.5,0.29,0.99,0.762140052046897,0.318110331125217
"1120",1120,"Nunez-Iturri et al., 2007","Cebus albifrons","Mammals","Omn","Tropical forest",5.5,0.29,2.63,-1.61586880276439,0.438161649322717
"1121",1121,"Nunez-Iturri et al., 2007","Cuniculus paca","Mammals","Omn","Tropical forest",5.5,0.29,8.17,0.341749293722057,0.166419197017553
"1122",1122,"Nunez-Iturri et al., 2007","Dasyprocta punctata","Mammals","Omn","Tropical forest",5.5,0.29,2.67,-0.0896121586896872,0.0239130652908673
"1123",1123,"Nunez-Iturri et al., 2007","Dasypus novemcinctus","Mammals","Inver","Tropical forest",5.5,0.29,4.2,-0.133799252160584,1.10997276272826
"1124",1124,"Nunez-Iturri et al., 2007","Didelphis marsupialis","Mammals","Carn","Tropical forest",5.5,0.29,1.09,-0.559642574965144,0.765104001099057
"1125",1125,"Nunez-Iturri et al., 2007","Eira barbara","Mammals","Carn","Tropical forest",5.5,0.29,3.91,-0.692397274263085,0.31190265169998
"1126",1126,"Nunez-Iturri et al., 2007","Leopardus pardalis","Mammals","Carn","Tropical forest",5.5,0.29,11.9,-0.539139368080598,1.06305345168231
"1127",1127,"Nunez-Iturri et al., 2007","Mazama americana","Mammals","Herb","Tropical forest",5.5,0.29,22.8,-0.45953232937844,0.131746094998698
"1128",1128,"Nunez-Iturri et al., 2007","Mazama gouazoubira","Mammals","Omn","Tropical forest",5.5,0.29,16.63,0,2.0015751487223
"1129",1129,"Nunez-Iturri et al., 2007","Myoprocta pratti","Mammals","Omn","Tropical forest",5.5,0.29,0.97,0,2.0015751487223
"1130",1130,"Nunez-Iturri et al., 2007","Nasua nasua","Mammals","Frug","Tropical forest",5.5,0.29,3.79,1.09961278900169,1.33412090769448
"1131",1131,"Nunez-Iturri et al., 2007","Oryzomys spp.","Mammals","Omn","Tropical forest",5.5,0.29,0.06,0.399985642343539,0.0470139928409103
"1132",1132,"Nunez-Iturri et al., 2007","Panthera onca","Mammals","Carn","Tropical forest",5.5,0.29,100,0,0.498894480795584
"1133",1133,"Nunez-Iturri et al., 2007","Pecari tajacu","Mammals","Herb","Tropical forest",5.5,0.29,21.27,-0.847297860387204,0.263275955564583
"1134",1134,"Nunez-Iturri et al., 2007","Potos flavus","Mammals","Frug","Tropical forest",5.5,0.29,3,0.685425134466035,0.0581227159660132
"1135",1135,"Nunez-Iturri et al., 2007","Proechimys spp","Mammals","Herb","Tropical forest",5.5,0.29,0.29,0.315081046639895,0.443345491270383
"1136",1136,"Nunez-Iturri et al., 2007","Puma concolor","Mammals","Carn","Tropical forest",5.5,0.29,51.6,-0.404965233066513,1.33285231447245
"1137",1137,"Nunez-Iturri et al., 2007","Saguinus fuscicollis","Mammals","Omn","Tropical forest",5.5,0.29,0.39,1.27506872600967,0.138161523384195
"1138",1138,"Nunez-Iturri et al., 2007","Saguinus imperator","Mammals","Omn","Tropical forest",5.5,0.29,0.4,1.09961278900169,1.33412090769448
"1139",1139,"Nunez-Iturri et al., 2007","Saimiri sciureus","Mammals","Omn","Tropical forest",5.5,0.29,0.74,1.03761777596527,0.201811263501759
"1140",1140,"Nunez-Iturri et al., 2007","Sapajus apella","Mammals","Omn","Tropical forest",5.5,0.29,2.5,-0.850398638065452,0.0767830116552379
"1141",1141,"Nunez-Iturri et al., 2007","Sciurus ignitus","Mammals","Frug","Tropical forest",5.5,0.29,0.19,-1.75769241971381,0.720920174157598
"1142",1142,"Nunez-Iturri et al., 2007","Sciurus spadiceus","Mammals","Frug","Tropical forest",5.5,0.29,0.4,0.685542581174726,0.0474461613482249
"1143",1143,"Nunez-Iturri et al., 2007","Sylvilagus brasiliensis","Mammals","Herb","Tropical forest",5.5,0.29,0.95,0.955234538989115,1.30698463827152
