Reference,Study,Group,Common_nam,SpID,Species,Order,BM,Guild,Type_hunting,Region,Country,Longitude,Latitude,Protected_Area,Access_point,N_hunted,N_control,Abund_hunted,Abund_control,SD_hunted,SD_control,unit,Distance_Km,RR,SamplingVar,Biome,HumanPopDens,TravelTime
"Blake et al., 2007",32,Mammals,African Elephant,97,Loxodonta africana,Proboscidea,3940.03,Herb,C,Africa,D.R. Congo,20.651,-1.991,Yes,Road,10,2,0.019,0.1,0.056,0.1,n/km2,27.5,-1.677,1.403,Tropical forest,1.91,685
"Hayward, 2009",41,Mammals,Vervet monkey,53,Chlorocebus aethiops,Primates,4.16,Omn,SC,Africa,South Africa,28.848,-32.272,Yes,Settlement,8,4,0.021,0.019,0.059,0.037,n/100m,0.25,0.117,2.002,Subtropical forest,7.71,315
"Bowkett et al., 2008",130,Mammals,Suni,113,Neotragus moschatus,Cetartiodactyla,6.5,Herb,SC,Africa,Tanzania,36.491,-7.991,Yes,Road & Settlement,2,2,0.058,0.035,0.06,0.033,n phots/trap day,8.45,0.504,0.975,Montane forest,16.97,685
"Cullen Jr. et al., 2000; 2001",115,Mammals,Azara's Agouti,289,Dasyprocta azarae,Rodentia,2.31,Omn,S,S America,Brazil,-51.526,-22.673,No,Settlement,6,6,0.069,1.33,0.06,0.23,n/10 km,2.5,-2.954,0.131,Atlantic deciduous forest,11.17,139
"Cullen Jr. et al., 2000; 2001",115,Mammals,South American red and gray brocket deer,101,Mazama americana and M. gouazoubira,Cetartiodactyla,18.59,Herb,S,S America,Brazil,-51.526,-22.673,No,Settlement,6,6,0.28,0.1,0.06,0.13,n/10 km,2.5,1.03,0.289,Atlantic deciduous forest,11.17,139
"Hayward, 2009",40,Mammals,Bushpig,147,Potamochoerus larvatus,Cetartiodactyla,48.78,Omn,SC,Africa,South Africa,28.914,-32.22,Yes,Settlement,4,9,0.052,0.613,0.06,0.772,n/100m,0.25,-2.462,0.511,Subtropical forest,0,228
Koerner et al. 2016,132,Mammals,Chimpanzee,121,Pan troglodytes,Primates,42.5,Frug,S,Africa,Gabon,12.887,0.633,No,Settlement,70,100,0.02,0.084,0.06,0.1,n/km,#REF!,-1.43,0.143,Tropical forest,0.87,754.4
"Cullen Jr. et al., 2000; 2001",17,Mammals,Lowland tapir,189,Tapirus terrestris,Perissodactyla,207.5,Herb,S,S America,Brazil,-49.714,-22.66,Yes,Settlement,6,6,0.191,0.129,0.061,0.051,n/10 km,2.5,0.393,0.043,Atlantic deciduous forest,9.62,212
"Hayward, 2009",40,Mammals,Cape genet,81,Genetta tigrina,Carnivores,2.23,Carn,SC,Africa,South Africa,28.914,-32.22,Yes,Settlement,10,9,0.029,0.014,0.061,0.042,n/100m,1.75,0.725,1.449,Subtropical forest,0,228
"Hill et al., 1997",2,Mammals,Nine-banded Armadillo,75,Dasypus novemcinctus,Cingulata,4.2,Inver,S,S America,Paraguay,-55.448,-24.124,Yes,Settlement,91,91,0.033,0.058,0.063,0.08,n/200m,4.5,-0.563,0.061,Tropical forest,8.67,1270
"Hurtado-Gonzales and Bodmer, 2004",16,Mammals,Grey brocket deer,103,Mazama gouazoubira,Cetartiodactyla,16.63,Omn,S,S America,Peru,-73.137,-4.357,Yes,Settlement,9,9,0.39,0.18,0.07,0.09,n/km2,7,0.773,0.031,Tropical forest,5.83,1361
"Marshall et al., 2005",99,Mammals,Blue Monkey,275,Cercopithecus mitis,Primates,5,Frug,S,Africa,Tanzania,35.916,-8.059,Yes,Settlement,10,9,0.19,0.37,0.07,0.06,groups/km,3,-0.666,0.016,Montane forest,15.77,148
"Thiollay, 2005",55,Birds,Great tinamou,193,Tinamus major,Tinamiformes,1.03,Frug,SC,S America,French Guiana,-52.831,3.858,No,Settlement,6,7,0.21,0.56,0.07,0.14,n/10h,22.17,-0.977,0.027,Tropical forest,0.08,2745
Endo et al 2010,57,Mammals,Peruvian spider monkey,15,Ateles chamek,Primates,6,Frug,S,S America,Peru,-71.919,-11.798,Yes,Settlement,3,3,2.3,41.7,0.071,1.293,n/km2,2.7,-2.893,0.001,Tropical forest,0.08,1787
"Schmid and Rasoloarison, 2002",76,Mammals,Western Fat-tailed Dwarf Lemur,222,Cheirogaleus medius,Primates,0.18,Omn,S,Africa,Madagascar,46.96,-16.23,Yes,Road,3,2,0.65,1.133,0.071,1.266,n/km,3.51,-0.555,0.628,Xerophytic forest,39.4,264
"Schmid and Rasoloarison, 2002",76,Mammals,Brown lemur,225,Eulemur fulvus,Primates,3.15,Herb,S,Africa,Madagascar,46.96,-16.23,Yes,Road,3,2,0.85,0.5,0.071,0.458,groups/km,3.51,0.531,0.422,Xerophytic forest,39.4,264
"Henschel et al., 2011; Henschel, 2008",42,Mammals,Yellow back duiker,41,Cephalophus silvicultor,Cetartiodactyla,72.5,Herb,C,Africa,Gabon,12.161,-1.171,No,Settlement,679,1164,0.006,0.152,0.078,0.39,n photos/100 trap day,8.5,-3.226,0.251,Tropical forest,2.4,860
"Hill et al., 1997",2,Mammals,Nine-banded Armadillo,75,Dasypus novemcinctus,Cingulata,4.2,Inver,S,S America,Paraguay,-55.448,-24.124,Yes,Settlement,91,91,0.05,0.058,0.08,0.08,n/200m,10.5,-0.148,0.049,Tropical forest,8.67,1270
"Marshall et al., 2005",99,Mammals,Blue Monkey,275,Cercopithecus mitis,Primates,5,Frug,S,Africa,Tanzania,36.457,-7.742,Yes,Settlement,11,9,0.29,0.37,0.08,0.06,groups/km,9,-0.243,0.01,Montane forest,15.77,1189
"Bowkett et al., 2008",130,Mammals,Harvey?s duiker,38,Cephalophus harveyi,Cetartiodactyla,14.5,Herb,SC,Africa,Tanzania,36.491,-7.991,Yes,Road & Settlement,5,2,0.215,0.225,0.084,0.074,n phots/trap day,7.37,-0.045,0.084,Montane forest,16.97,685
"Henschel et al., 2011; Henschel, 2008",42,Mammals,Red river hog,148,Potamochoerus porcus,Cetartiodactyla,70,Omn,C,Africa,Gabon,12.161,-1.171,No,Settlement,679,1164,0.007,0.061,0.084,0.247,n photos/100 trap day,8.5,-2.163,0.225,Tropical forest,2.4,860
"Hill et al., 1997",3,Mammals,South American Coati,111,Nasua nasua,Carnivores,3.79,Frug,S,S America,Paraguay,-55.448,-24.124,Yes,Settlement,454,6132,0.007,0.008,0.084,0.089,n/200m,1.6,-0.133,0.335,Tropical forest,8.67,1270
Koerner et al. 2016,132,Birds,Black guineafowl,290,Agelastes niger,Galliformes,0.7,Inver,S,Africa,Gabon,12.887,0.633,No,Settlement,70,100,0.01,0.06,0.084,0.3,n/km,#REF!,-1.784,1.25,Tropical forest,0.87,754.4
Koerner et al. 2016,132,Birds,Latham's forest francolin,294,Francolinus lathami,Galliformes,0.27,Inver,S,Africa,Gabon,12.887,0.633,No,Settlement,70,100,0.03,0.06,0.084,0.2,n/km,#REF!,-0.691,0.222,Tropical forest,0.87,754.4
Koerner et al. 2016,132,Mammals,Black-fronted duiker,40,Cephalophus nigrifons,Cetartiodactyla,13.9,Herb,S,Africa,Gabon,12.887,0.633,No,Settlement,70,100,0.01,0.02,0.084,0.1,n/km,#REF!,-0.693,1.25,Tropical forest,0.87,754.4
Koerner et al. 2016,132,Mammals,Yellow-backed duiker,41,Cephalophus silvicultor,Cetartiodactyla,72.5,Herb,S,Africa,Gabon,12.74,0.718,No,Settlement,70,100,0.01,0.03,0.084,0.1,n/km,#REF!,-1.098,1.111,Tropical forest,0.87,934.6
Koerner et al. 2016,132,Mammals,Agile mangabey,44,Cercocebus agilis,Primates,8,Frug,S,Africa,Gabon,12.74,0.718,No,Settlement,70,100,0.01,0.03,0.084,0.3,n/km,#REF!,-1.098,2,Tropical forest,0.87,934.6
Koerner et al. 2016,132,Mammals,Guereza,57,Colobus guereza,Primates,10.6,Herb,S,Africa,Gabon,12.887,0.633,No,Settlement,70,100,0.01,0.01,0.084,0.1,n/km,#REF!,0,2,Tropical forest,0.87,754.4
Koerner et al. 2016,132,Mammals,Western gorilla,83,Gorilla gorilla,Primates,131.63,Herb,S,Africa,Gabon,12.74,0.718,No,Settlement,70,100,0.02,0.08,0.084,0.4,n/km,#REF!,-1.385,0.5,Tropical forest,0.87,934.6
Koerner et al. 2016,132,Mammals,Chimpanzee,121,Pan troglodytes,Primates,42.5,Frug,S,Africa,Gabon,12.74,0.718,No,Settlement,70,100,0.03,0.084,0.084,0.1,n/km,#REF!,-1.025,0.125,Tropical forest,0.87,934.6
"Rovero et al. ,2012",94,Mammals,Yellow Baboon,281,Papio cynocephalus,Primates,15.82,Herb,SC,Africa,Tanzania,35.92,-8.454,Yes,Settlement,134,180,0.023,0.065,0.086,0.117,groups/km,3.75,-1.038,0.122,Montane forest,16.97,594
"Bowkett et al., 2008",33,Mammals,Suni,113,Neotragus moschatus,Cetartiodactyla,6.5,Herb,SC,Africa,Tanzania,36.873,-7.796,Yes,Road & Settlement,6,4,0.074,0.059,0.087,0.078,n phots/trap day,1.95,0.23,0.671,Montane forest,16.97,270
"Cabassu, 2010",56,Mammals,White-faced capuchin,31,Cebus capuchinus,Primates,2.73,Omn,S,S America,Honduras,-84.841,15.675,Yes,Settlement,7,11,0.089,0.083,0.089,0.289,n/km,5,0.07,1.235,Tropical forest,0.73,1485
"Cabassu, 2010",56,Mammals,Margay and Jaguarundi,93,Leopardus wiedii and Herpailurus yaguarondi,Carnivores,5.07,Carn,S,S America,Honduras,-84.841,15.675,Yes,Settlement,7,11,0.089,0.099,0.089,0.314,n/km,5,-0.098,1.066,Tropical forest,0.73,1485
"Cabassu, 2010",56,Mammals,Jaguar,122,Panthera onca,Carnivores,100,Carn,S,S America,Honduras,-84.841,15.675,Yes,Settlement,7,11,0.089,0.121,0.089,0.348,n/km,5,-0.305,0.893,Tropical forest,0.73,1485
"Henschel et al., 2011; Henschel, 2008",42,Mammals,Chimpanzee,121,Pan troglodytes,Primates,42.5,Frug,C,Africa,Gabon,12.161,-1.171,No,Settlement,679,1164,0.009,0.029,0.095,0.17,n photos/100 trap day,8.5,-1.169,0.193,Tropical forest,2.4,860
"Hill et al., 1997",3,Mammals,Azara's capuchin,174,Sapajus cay,Primates,2.5,Omn,S,S America,Paraguay,-55.448,-24.124,Yes,Settlement,454,6132,0.009,0.018,0.095,0.134,n/200m,1.6,-0.693,0.254,Tropical forest,8.67,1270
"Wright et al., 2000",100,Mammals,Geoffroy¡¯s Tamarin,285,Saguinus geoffroyi,Primates,0.49,Omn,SC,C America,Panama,-79.784,9.186,Yes,Settlement,18,17,0.009,0.023,0.096,0.152,n/km,5.3,-0.916,8.503,Tropical forest,2.07,35
Endo et al 2010,57,Mammals,Bolivian red howler,5,Alouatta sara,Primates,6.61,Herb,S,S America,Peru,-71.919,-11.798,Yes,Settlement,3,3,0.7,11.4,0.098,1.596,n/km2,2.7,-2.786,0.013,Tropical forest,0.08,1787
"Baur, 1998",95,Birds,Ocellated Turkey,269,Meleagris ocellata,Galliformes,5.53,Omn,SC,C America,Guatemala,-90.055,17.461,Yes,Settlement,111,111,0.01,0.1,0.1,0.316,n/km,6,-2.29,0.991,Tropical forest,2.39,777
"Baur, 1998",95,Mammals,Red and Yucatan Brown Brocket deer,102,Mazama americana and M. pandora,Cetartiodactyla,16.5,Herb,SC,C America,Guatemala,-90.055,17.461,Yes,Settlement,111,111,0.01,0.03,0.1,0.173,n/km,6,-1.098,1.201,Tropical forest,2.39,777
"Baur, 1998",95,Mammals,White-tailed deer,114,Odocoileus virginianus,Cetartiodactyla,55.51,Herb,SC,C America,Guatemala,-90.055,17.461,Yes,Settlement,111,111,0.01,0.03,0.1,0.173,n/km,6,-1.098,1.201,Tropical forest,2.39,777
"Baur, 1998",95,Mammals,White-tailed deer,114,Odocoileus virginianus,Cetartiodactyla,55.51,Herb,SC,C America,Guatemala,-90.055,17.461,Yes,Settlement,74,111,0.01,0.03,0.1,0.173,n/km,10,-1.098,1.652,Tropical forest,2.39,777
"Hill et al., 1997",3,Mammals,White lipped peccary (groups),190,Tayassu pecari,Cetartiodactyla,32.23,Frug,S,S America,Paraguay,-55.448,-24.124,Yes,Settlement,454,6132,0.01,0.003,0.1,0.055,n/200m,1.6,1.204,0.275,Tropical forest,8.67,1270
"Thoisy et al., 2005",119,Mammals,White-faced saki,142,Pithecia pithecia,Primates,1.38,Omn,SC,S America,French Guiana,-52.169,4.533,No,Settlement,38,22,0.01,0.05,0.1,0.224,n/km,2.5,-1.608,3.541,Tropical forest,0.08,1628
"Thoisy et al., 2005",121,Mammals,Red howler monkey,5,Alouatta seniculus,Primates,6.15,Herb,SC,S America,French Guiana,-51.972,4.172,No,Settlement,20,22,0.01,0.207,0.1,0.455,n/km,2.5,-3.023,5.22,Tropical forest,0.08,1948
"Thoisy et al., 2005",121,Mammals,White-faced saki,142,Pithecia pithecia,Primates,1.38,Omn,SC,S America,French Guiana,-51.972,4.172,No,Settlement,20,22,0.01,0.05,0.1,0.224,n/km,2.5,-1.608,5.909,Tropical forest,0.08,1948
Endo et al 2010,57,Mammals,White-fronted capuchin,30,Cebus albifrons,Primates,2.63,Omn,S,S America,Peru,-71.919,-11.798,Yes,Settlement,3,3,1.8,10.1,0.104,0.586,n/km2,2.7,-1.723,0.002,Tropical forest,0.08,1787
"Kun-Rodrigues et al., 2014",75,Mammals,Coquerel's Sifaka,220,Propithecus coquereli,Primates,4.19,Herb,S,Africa,Madagascar,46.82,-16.3,Yes,Road,6,3,5.2,157.1,0.104,97.402,n/km2,1.29,-3.4,0.128,Dry Deciduous Forest,27.82,128
"Cullen Jr. et al., 2000; 2001",17,Mammals,Azara's Agouti,289,Dasyprocta azarae,Rodentia,2.31,Omn,S,S America,Brazil,-49.714,-22.66,Yes,Settlement,6,6,0.011,1.33,0.105,0.23,n/10 km,2.5,-4.764,15.156,Atlantic deciduous forest,9.62,212
"Wright et al., 2000",100,Mammals,White-faced capuchin,31,Cebus capuchinus,Primates,2.73,Omn,SC,C America,Panama,-79.611,9.073,Yes,Settlement,17,17,0.012,0.241,0.108,0.491,n/km,4,-3.016,5.244,Tropical forest,680.09,26
"Cullen Jr. et al., 2000; 2001",115,Mammals,Lowland tapir,189,Tapirus terrestris,Perissodactyla,207.5,Herb,S,S America,Brazil,-51.526,-22.673,No,Settlement,6,6,0.128,0.129,0.11,0.051,n/10 km,2.5,-0.008,0.149,Atlantic deciduous forest,11.17,139
"Thiollay, 2005",55,Birds,Marail and Blue-throated Piping Guans,131,Penelope marail and Pipile cumanensis,Galliformes,1.29,Frug,SC,S America,French Guiana,-52.831,3.858,No,Settlement,6,7,0.24,1.01,0.11,0.36,n/10h,22.17,-1.432,0.053,Tropical forest,0.08,2745
"Thiollay, 2005",55,Birds,Grey-winged Trumpeter,153,Psophia crepitans,Gruiformes,1.03,Frug,SC,S America,French Guiana,-52.831,3.858,No,Settlement,6,7,0.18,1.95,0.11,0.65,n/10h,22.17,-2.369,0.078,Tropical forest,0.08,2745
"Thiollay, 2005",55,Birds,Great tinamou,193,Tinamus major,Tinamiformes,1.03,Frug,SC,S America,French Guiana,-52.831,3.858,No,Settlement,8,7,0.46,0.56,0.11,0.14,n/10h,41.13,-0.195,0.016,Tropical forest,0.08,2745
"Noss, 2000b",141,Mammals,Southern Three-banded Armadillo,210,Tolypeutes matacus,Cingulata,1.2,Inver,S,S America,Bolivia,-62.486,-19.427,No,Settlement,66,92,0.18,0.3,0.113,0.548,n/km2,8.24,-0.51,0.042,Xerophilous forest,0.89,480
"Henschel et al., 2011; Henschel, 2008",42,Mammals,Chimpanzee,121,Pan troglodytes,Primates,42.5,Frug,C,Africa,Gabon,12.423,-0.2,Yes,Settlement,1131,1164,0.013,0.029,0.114,0.17,n photos/100 trap day,16.5,-0.802,0.098,Tropical forest,0.85,899
"Hayward, 2009",41,Mammals,Cape genet,81,Genetta tigrina,Carnivores,2.23,Carn,SC,Africa,South Africa,28.848,-32.272,Yes,Settlement,8,4,0.072,0.105,0.116,0.21,n/100m,0.25,-0.376,1.327,Subtropical forest,7.71,315
"Henschel et al., 2011; Henschel, 2008",42,Mammals,African civet,54,Civettictis civetta,Carnivores,12,Carn,C,Africa,Gabon,12.423,-0.2,Yes,Settlement,1131,1164,0.014,0.009,0.118,0.095,n photos/100 trap day,16.5,0.442,0.159,Tropical forest,0.85,899
"Wright et al., 2000",100,Mammals,Geoffroy¡¯s Tamarin,285,Saguinus geoffroyi,Primates,0.49,Omn,SC,C America,Panama,-79.71,9.137,Yes,Settlement,16,17,0.014,0.023,0.118,0.152,n/km,2.3,-0.514,7.026,Tropical forest,611.44,41
"Altrichter et al., 2005",6,Mammals,Chacoan peccary,28,Catagonus wagneri,Cetartiodactyla,35.57,Herb,S,S America,Argentina,-61.981,-25.509,No,Settlement,2,2,0.17,0.44,0.12,0.156,n/km2,3.25,-0.95,0.312,Xerophilous forest,0.38,1956
"Rovero et al. ,2012",94,Mammals,Angolan Colobus,276,Colobus angolensis,Primates,9.85,Herb,SC,Africa,Tanzania,35.92,-8.454,Yes,Settlement,134,180,0.05,0.401,0.127,0.292,groups/km,3.75,-2.08,0.051,Montane forest,16.97,594
"Topp-J?rgensen et al., 2009",144,Mammals,Blue Monkey,275,Cercopithecus mitis,Primates,5,Frug,S,Africa,Tanzania,35.917,-8.067,Yes,Settlement,10,22,0.18,0.64,0.129,0.359,groups/km,3.76,-1.268,0.066,Montane forest,15.77,135
"Cullen Jr. et al., 2000; 2001",115,Mammals,Guianan Squirrel,219,Sciurus aestuans,Rodentia,0.19,Frug,S,S America,Brazil,-51.526,-22.673,No,Settlement,6,6,1.264,0.12,0.13,0.06,n/10 km,2.5,2.355,0.043,Atlantic deciduous forest,11.17,139
"Cullen Jr. et al., 2000; 2001",116,Mammals,Nine-banded Armadillo,75,Dasypus novemcinctus,Cingulata,4.2,Inver,S,S America,Brazil,-52.467,-22.479,No,Settlement,6,6,0.157,0.014,0.13,0.017,n/10 km,2.5,2.396,0.35,Atlantic deciduous forest,18.45,154
"Noss, 2000b",141,Mammals,Large Hairy Armadillo,310,Chaetophractus villosus,Cingulata,4.54,Omn,S,S America,Bolivia,-62.486,-19.427,No,Settlement,66,92,0.58,0.18,0.13,0.148,n/km2,8.24,1.17,0.008,Xerophilous forest,0.89,480
"Cabassu, 2010",56,Mammals,Ocelot,92,Leopardus pardalis,Carnivores,11.9,Carn,S,S America,Honduras,-84.841,15.675,Yes,Settlement,7,11,0.018,0.038,0.134,0.195,n/km,3,-0.75,10.355,Tropical forest,0.73,1485
"Cabassu, 2010",56,Mammals,Giant anteater,109,Myrmecophaga tridactyla,Pilosa,22.33,Inver,S,S America,Honduras,-84.841,15.675,Yes,Settlement,7,11,0.018,0.038,0.134,0.195,n/km,1,-0.75,10.355,Tropical forest,0.73,1485
"Cabassu, 2010",56,Mammals,Giant anteater,109,Myrmecophaga tridactyla,Pilosa,22.33,Inver,S,S America,Honduras,-84.841,15.675,Yes,Settlement,7,11,0.018,0.038,0.134,0.195,n/km,3,-0.75,10.355,Tropical forest,0.73,1485
"Cabassu, 2010",56,Mammals,Puma,158,Puma concolor,Carnivores,51.6,Carn,S,S America,Honduras,-84.841,15.675,Yes,Settlement,7,11,0.018,0.174,0.134,0.417,n/km,3,-2.273,8.48,Tropical forest,0.73,1485
"Cabassu, 2010",56,Mammals,Northern tamandua,186,Tamandua mexicana,Pilosa,4.21,Inver,S,S America,Honduras,-84.841,15.675,Yes,Settlement,7,11,0.018,0.023,0.134,0.151,n/km,1,-0.237,11.97,Tropical forest,0.73,1485
"Cabassu, 2010",56,Mammals,White lipped peccary (groups),190,Tayassu pecari,Cetartiodactyla,32.23,Frug,S,S America,Honduras,-84.841,15.675,Yes,Settlement,7,11,0.018,0.091,0.134,0.302,n/km,3,-1.624,8.958,Tropical forest,0.73,1485
"Henschel et al., 2011; Henschel, 2008",42,Mammals,Western gorilla,83,Gorilla gorilla,Primates,131.63,Herb,C,Africa,Gabon,12.423,-0.2,Yes,Settlement,1131,1164,0.018,0.009,0.134,0.095,n photos/100 trap day,16.5,0.693,0.145,Tropical forest,0.85,899
"Cullen Jr. et al., 2000; 2001",17,Mammals,South American red and gray brocket deer,101,Mazama americana and M. gouazoubira,Cetartiodactyla,18.59,Herb,S,S America,Brazil,-49.714,-22.66,Yes,Settlement,6,6,0.27,0.1,0.14,0.13,n/10 km,2.5,0.993,0.326,Atlantic deciduous forest,9.62,212
"Baur, 1998",95,Birds, Plain Chachalaca,120,Ortalis vetula,Galliformes,0.56,Frug,SC,C America,Guatemala,-90.055,17.461,Yes,Settlement,74,111,0.02,0.01,0.141,0.1,calls/km,14,0.694,1.577,Tropical forest,2.39,777
"Baur, 1998",95,Birds,Great tinamou,193,Tinamus major,Tinamiformes,1.03,Frug,SC,C America,Guatemala,-90.055,17.461,Yes,Settlement,74,111,0.02,0.02,0.141,0.141,n/km,10,0.001,1.126,Tropical forest,2.39,777
"Baur, 1998",95,Mammals,White-tailed deer,114,Odocoileus virginianus,Cetartiodactyla,55.51,Herb,SC,C America,Guatemala,-90.055,17.461,Yes,Settlement,74,111,0.02,0.03,0.141,0.173,n/km,14,-0.405,0.976,Tropical forest,2.39,777
"Baur, 1998",95,Mammals,Collared peccary,129,Pecari tajacu,Cetartiodactyla,21.27,Herb,SC,C America,Guatemala,-90.055,17.461,Yes,Settlement,111,111,0.02,0.16,0.141,0.4,n/km,6,-2.077,0.507,Tropical forest,2.39,777
Begazo and Bodmer 1998,53,Birds,Razor-billed curassow,104,Mitu tuberosum,Galliformes,2.77,Frug,S,S America,Peru,-75.166,-4.825,No,Settlement,76,90,0.02,1.65,0.141,0.402,n/km2,2.5,-4.311,0.659,Tropical forest,0.57,939
"Blom et al., 2005",23,Mammals,Agile mangabey,44,Cercocebus agilis,Primates,8,Frug,S,Africa,Central African Republic,16.3,2.961,No,Road & Settlement,6,12,0.02,0.05,0.141,0.224,n/km,4.3,-0.916,9.997,Tropical forest,5.19,326
"Blom et al., 2005",23,Mammals,Chimpanzee,121,Pan troglodytes,Primates,42.5,Frug,S,Africa,Central African Republic,16.3,2.961,No,Road & Settlement,6,12,0.02,0.04,0.141,0.2,n/km,4.3,-0.693,10.414,Tropical forest,5.19,326
"De Andrade Melo et al., 2015",74,Mammals,Nine-banded Armadillo,75,Dasypus novemcinctus,Cingulata,4.2,Inver,S,S America,Brazil,-60.356,1.29,No,Settlement,31,28,0.02,0.02,0.141,0.141,n/10 km,2.7,0,3.398,Camparina Forest,0.31,580
"De Andrade Melo et al., 2015",74,Mammals,Jaguar,122,Panthera onca,Carnivores,100,Carn,S,S America,Brazil,-60.356,1.29,No,Settlement,31,28,0.02,0.02,0.141,0.141,n/10 km,2.7,0,3.398,Camparina Forest,0.31,580
"Linder et al., 2011",138,Mammals,Red-capped Mangabey,305,Cercocebus torquatus,Primates,7.75,Frug,SC,Africa,Cameroon,8.803,5.052,Yes,Settlement,12,11,0.02,0.02,0.141,0.141,groups/km,5.84,0,8.712,Tropical forest,19.21,786
"Linder et al., 2011",138,Mammals,Red-capped Mangabey,305,Cercocebus torquatus,Primates,7.75,Frug,SC,Africa,Cameroon,8.815,5.085,Yes,Settlement,11,11,0.02,0.02,0.141,0.141,groups/km,7.5,0,9.091,Tropical forest,19.21,705
"Linder et al., 2011",138,Mammals,Mona monkey,306,Cercopithecus mona,Primates,4.21,Frug,SC,Africa,Cameroon,8.797,5.01,Yes,Settlement,10,11,0.02,0.04,0.141,0.2,groups/km,7.63,-0.693,7.273,Tropical forest,19.21,743
"Linder et al., 2011",138,Mammals,Drill,99,Mandrillus leucophaeus,Primates,15,Frug,SC,Africa,Cameroon,8.815,5.085,Yes,Settlement,11,11,0.02,0.02,0.141,0.141,groups/km,7.5,0,9.091,Tropical forest,19.21,705
"Thiollay, 1984",89,Birds,Collared Forest-falcon,257,Micrastur semitorquatus,Falconidae,0.62,Carn,S,S America,French Guiana,-53.209,3.623,No,Settlement,33,12,0.02,0.03,0.141,0.173,n/2h,2.5,-0.404,4.292,Tropical forest,0.04,1003
"Wilkie et al., 1990",24,Mammals,Genets,80,Genetta spp,Carnivores,1.84,Carn,S,Africa,D.R. Congo,28.824,2.174,No,Road & Settlement,61,62,0.02,0.06,0.141,0.245,tracks/station,1.5,-1.098,1.088,Tropical forest,3.54,214
"Wilkie et al., 1990",24,Mammals,Forest Hog,86,Hylochoerus meinertzhageni,Cetartiodactyla,188.5,Herb,S,Africa,D.R. Congo,28.824,2.174,No,Road & Settlement,61,62,0.02,0.24,0.141,0.49,tracks/station,1.5,-2.482,0.887,Tropical forest,3.54,214
"Blake et al., 2007",32,Mammals,African Elephant,97,Loxodonta africana,Proboscidea,3940.03,Herb,C,Africa,D.R. Congo,20.651,-1.991,Yes,Road,23,2,0.074,0.1,0.143,0.1,n/km2,22.5,-0.301,0.664,Tropical forest,1.91,685
"Hayward, 2009",40,Mammals,Water mongoose,19,Atilax paludinosus,Carnivores,3.3,Carn,SC,Africa,South Africa,28.914,-32.22,Yes,Settlement,4,9,0.071,0.02,0.143,0.044,n/100m,1.25,1.268,1.522,Subtropical forest,0,228
Endo et al 2010,57,Mammals,White-fronted capuchin,30,Cebus albifrons,Primates,2.63,Omn,S,S America,Peru,-71.656,-11.732,Yes,Settlement,3,3,2.5,10.1,0.145,0.586,n/km2,2.7,-1.395,0.002,Tropical forest,0.08,1135
"Cullen Jr. et al., 2000; 2001",116,Mammals,South American Coati,111,Nasua nasua,Carnivores,3.79,Frug,S,S America,Brazil,-52.467,-22.479,No,Settlement,6,6,0.193,0.279,0.15,0.22,n/10 km,2.5,-0.368,0.204,Atlantic deciduous forest,18.45,154
"Thiollay, 2005",55,Birds,Black curassow,64,Crax alector,Galliformes,2.87,Frug,SC,S America,French Guiana,-52.831,3.858,No,Settlement,6,7,0.19,1.27,0.15,0.48,n/10h,22.17,-1.891,0.124,Tropical forest,0.08,2745
"Thiollay, 2005",55,Birds,Marbled Wood quail,115,Odontophorus gujanensis,Galliformes,0.31,Omn,SC,S America,French Guiana,-52.831,3.858,No,Settlement,8,7,0.38,0.89,0.15,0.57,n/10h,41.13,-0.848,0.078,Tropical forest,0.08,2745
"Henschel et al., 2011; Henschel, 2008",42,Mammals,Forest buffalo,185,Syncerus caffer nanus,Cetartiodactyla,292.5,Herb,C,Africa,Gabon,12.161,-1.171,No,Settlement,679,1164,0.024,0.058,0.155,0.241,n photos/100 trap day,8.5,-0.882,0.076,Tropical forest,2.4,860
Begazo and Bodmer 1998,53,Birds,Spix's guan,130,Penelope jacquacu,Galliformes,1.49,Frug,S,S America,Peru,-75.166,-4.825,No,Settlement,76,90,0.22,5.46,0.156,1.404,n/km2,2.5,-3.18,0.007,Tropical forest,0.57,939
"Hayward, 2009",40,Mammals,Blue duiker,136,Philantomba monticola,Cetartiodactyla,4.9,Frug,SC,Africa,South Africa,28.914,-32.22,Yes,Settlement,4,9,0.09,0.648,0.156,0.677,n/100m,0.25,-1.968,0.865,Subtropical forest,0,228
